"Story","Title","Result","Date","Stability","Duration (s)"
"El usuario desea realizar los casos en Evalartapp","El usuario desea realizar los casos","FAILURE","2022-11-08T21:39:17.954917-05:00[America/Bogota]","0.0","29.31"
